A,B,C,D,E,F,G,H,I,J
1.024443515,0.084258519,2.045199733,0.21084778,1.008056285,3.811246552,4.012127298,10.69501737,17.71563042,0.109667912
0.438899084,-0.038412072,1.509470173,-0.546283056,1.35943436,0.08611371,2.520670224,5.850959009,10.71331564,0.425115304
0.493069893,1.337811321,2.38409629,-0.063018766,1.224690668,3.678137975,5.357704502,15.30872277,23.37641932,1.036396586
-2.163690686,-0.889965325,-3.852753626,-1.283100881,-1.598583921,-3.095211334,-8.284731895,-18.62189794,-30.56954964,-0.548296206
0.405564607,-0.305591527,0.272685503,-0.647439916,-1.959478157,-0.05297649,-1.515913498,-4.44917214,-8.051899048,-1.570308124
0.341988154,0.125209685,0.762773483,-0.551315545,0.112216358,0.731314629,1.862035482,3.008575167,5.534827168,0.638242209
-1.910230445,0.717685368,-1.729770267,-0.482623424,-0.895564251,-0.436018236,-3.041546616,-6.304751753,-10.05621106,0.534048867
0.690623393,-1.017585942,0.120519381,-1.673912467,-0.467696614,0.103589354,-1.707429124,-4.808133047,-8.739125015,-1.80019059
-0.739708372,-0.011563817,-1.096733027,-0.636219647,-0.450920747,-1.529226454,-0.08806443,-3.495998979,-6.374750413,1.16549024
-2.124886175,-0.593400905,-2.188944934,1.226160785,2.65112265,-3.90233625,-1.733746651,-6.054759354,-2.942851897,-0.31840131
1.91997985,-0.043266053,1.443256832,-2.235139465,-1.981755988,0.783191443,-1.150464134,-2.444188837,-6.966205389,-0.737006015
1.000432075,-0.548702876,-0.581956381,-1.102272098,-1.128264832,-0.860706192,-1.039811888,-5.734118908,-9.92905864,-1.698567535
-0.044786612,0.999139332,0.888209987,0.055606717,1.855565421,2.08809709,3.817767847,9.194098044,15.89233508,1.171898265
-1.17630771,-1.803850775,-3.629767655,-0.541076279,-0.286099089,-5.882321989,-4.672446354,-16.28936546,-23.16340546,-2.051404176
0.366251058,0.365901567,0.651603282,-0.172770381,-0.755622338,-0.416194724,-1.027063945,-1.088132905,-4.009007134,-0.228000528
-0.658593305,0.06330187,-1.205564433,0.515420088,-0.334976002,-2.610314301,-1.436962336,-4.720817172,-7.829614267,0.669324591
-0.634328258,-2.745177582,-2.91461505,1.175476283,0.72556709,-2.307542795,-5.027994022,-10.35287794,-16.08251163,-3.105607
0.18121402,0.269522251,-2.051712122,-0.386122492,0.415143164,-3.469106115,-1.732071544,-8.088560809,-8.798002645,-2.389097625
0.052122843,-0.576040519,-0.589547322,2.58934767,0.772307446,-0.525534812,-0.523364248,1.38796621,3.775929711,-1.617686433
-1.073093481,-1.040147544,-0.247135969,0.360606321,0.415325073,-0.956646865,-1.997075763,-2.997806164,-5.449001783,-1.116432284
-0.514371966,1.125017451,-0.700944272,0.486008481,1.26549177,0.126783487,1.209028656,4.469404512,8.926034663,1.812702427
-0.94239952,1.513335593,-0.085260848,-0.173690128,-0.218009372,-0.494689083,0.233556676,1.166539788,1.544275935,1.409832714
0.318418116,1.00660107,0.998034151,0.479991691,0.192767141,3.745102301,2.106893183,8.804264485,12.60421052,2.313200714
0.347407013,-0.003925981,-0.180019364,0.005691268,-0.545876864,0.303044911,-3.087105228,-2.336138002,-6.124189209,0.327721758
-0.737909663,-2.616716805,-4.717476148,-1.384488082,-2.959674571,-5.031710037,-9.801090823,-24.55144241,-40.63554283,-2.272745903
2.241162956,-1.507209108,2.203428551,-1.615046985,-1.201251773,1.937800672,-2.723594553,-2.020770414,-7.539875701,-0.884875898
0.087785934,1.778959395,2.209434524,-0.752625771,1.074554975,1.291028932,4.569821746,9.437977627,15.08095065,1.785886899
-0.630737809,1.105657972,0.756454392,1.24561455,1.702384493,-0.195050479,2.993166905,7.654737345,13.41853383,2.776823484
0.219904839,-2.012768866,-1.445956875,-0.825962404,-1.082920296,-2.378790022,-4.695736127,-12.0979399,-21.90972741,-1.133315383
-0.877745266,0.331387781,-0.044139497,0.69912531,-0.508501508,-1.689678738,0.438859767,-0.833311365,-0.593487876,1.057401447
1.573228934,1.454323392,3.982928156,0.940228961,2.392213658,3.918763705,9.372931428,22.31353459,37.42319065,1.297423651
-0.989396069,0.133945844,-1.934276413,-0.08003661,1.193730276,-2.122012351,-1.999718278,-2.985011862,-3.044290907,0.017608337
0.796180105,-1.798805222,-1.836644952,0.227324375,0.124383063,-3.255109674,-3.885309578,-8.437452962,-13.26319204,-1.899959726
1.785829103,-0.749906331,1.755043906,-0.648230312,0.412690378,3.079686608,-0.716819038,4.159669124,2.513509778,-3.444695805
0.817213993,1.505372743,1.740912894,-1.854862091,-1.929731372,1.424543343,0.857408302,1.737553716,0.884932865,1.20888052
0.909506561,0.629413676,3.20312998,0.141293134,0.811782143,3.540067887,6.978683999,14.85108483,23.32931002,1.025168674
-1.831943025,-2.762156958,-5.075459252,3.3661579,3.317008023,-6.059982147,-5.617838481,-10.23621006,-9.661759445,-2.651609267
1.105197321,0.578159639,2.078306026,0.672609757,0.82860626,2.143861507,2.861576034,8.874065367,12.81646854,-0.175575506
0.185880723,2.90596163,2.675140612,-0.29983611,-2.116377637,1.657173186,3.407163301,8.713400298,12.75852765,2.301595957
-0.149847588,1.718487324,1.620572789,-0.134972729,2.365814795,1.01735438,7.612269468,14.50813457,26.93126027,0.95542501
-0.447820558,-0.251976766,-0.781161672,0.112872608,-0.145865925,1.236532913,-1.085508958,-3.6850905,-5.40642729,-1.396461192
-1.123568223,-1.219353103,-1.157979362,0.818590605,0.623825725,-2.834798794,-1.958459444,-5.661104293,-7.634575204,-2.343935625
0.137568923,-1.90534486,-0.823671884,-0.25033572,-0.575223276,-0.453180821,-3.729169184,-8.211377894,-13.79289032,-1.274572756
-0.834641292,-0.165779568,-0.775390239,-0.349469276,-2.570352268,-0.9193151,-2.463393774,-6.20965151,-12.11432523,-0.030153645
-1.436400327,-0.419143363,-3.660642376,0.246178988,-0.283124015,-3.494602783,-4.185709647,-13.96892716,-16.44475856,0.520926251
-0.720834668,-0.93222296,-3.091678815,0.239001435,1.111907771,-2.578438812,-3.060646341,-8.496403062,-10.83597727,1.26755501
-0.785207537,-0.307951288,-2.954794462,-2.740169555,-5.468466432,-3.151919824,-9.298683791,-24.08166455,-41.74414672,1.242621845
0.385759498,1.311457741,1.225065281,-2.576691505,-1.099348664,2.074462207,1.681233176,2.971532242,2.711932951,-0.871871287
0.929028277,1.338367134,3.483623107,-0.56607479,-1.630853847,4.961573326,2.568125071,7.524262381,7.743828072,2.269549536
0.484273505,-0.042354555,1.668527593,-0.304971655,-0.399780129,0.258503548,1.051555862,2.062521165,1.325925784,0.346724101
-0.710858883,0.982807798,1.627720199,-2.265481637,-3.933566079,0.893226731,-1.497968824,-4.865558705,-12.996478,0.701525414
0.930664249,-0.095778985,1.577464462,-0.815155726,-1.74637061,2.501889627,2.019987492,3.519208381,3.623890839,1.932297191
2.360444443,0.432649446,5.124918445,0.301269944,-0.55737289,4.839136941,5.666517573,15.38439457,21.31671233,1.48549776
1.012821283,-0.748324459,0.526733645,-0.511901208,0.100600316,2.152218435,-0.8540678,0.60966167,-3.882044285,-0.008922909
0.411604587,0.528938623,2.029057621,0.427268129,-0.244047922,2.318164506,2.401223819,8.311856445,13.00184153,1.480597835
0.660001345,1.17763139,1.810209574,0.177095884,-0.302809927,1.494240183,1.485419263,4.838374038,7.105204361,1.138482802
2.490575075,-0.317145124,1.024341351,0.292232276,-0.057163329,0.634494229,1.854313842,4.265239112,7.619347255,-1.838886425
-1.59143322,-0.4326053,-3.101941849,1.957689231,2.034078965,-3.521576173,-2.959381046,-4.435754477,-3.864257996,-1.567215893
-0.034184765,1.083373967,0.40655626,-0.586955531,-1.303923254,-1.492788283,0.271226118,-1.516191293,-2.136053617,2.340627693
-0.486987478,0.827472832,-0.285676559,0.792353189,0.314737402,-0.138679326,0.76260495,3.13768298,5.70144181,1.672496741
1.209728544,0.013123978,1.702939635,0.055970857,-0.486181761,1.824428631,0.092826864,2.831611601,1.890517803,1.39282021
-0.181362179,-0.421101258,0.461400303,0.422152167,-0.476330911,1.10064494,1.424284909,3.364592349,4.447753865,-1.648359036
1.064672271,0.463553236,1.568755768,-0.121898367,-0.983207424,2.325329478,1.366288985,4.162488628,4.391627248,0.095898411
-1.085169561,0.090361508,-2.571604975,-0.024085303,-0.355945026,-4.707294893,-3.954212701,-11.74952793,-14.08600517,0.194876572
0.742986748,-1.019440965,0.228476018,-0.70863213,0.552279923,2.124740282,-0.729157979,0.23661937,-2.483967617,-0.840241493
-0.349618472,0.085226556,-0.85213875,-1.010859516,-2.042615388,1.062351041,-4.068735332,-7.557147272,-13.62705026,1.019046959
-1.572667418,0.1740917,-0.817683257,1.022715363,0.054217078,-1.203950046,-1.744258791,-2.259934014,-2.252749424,0.359067465
-0.434090314,1.202501148,0.049435575,-1.858628904,-1.834216532,-0.77348533,-1.417996829,-5.351253394,-9.699005154,2.548510047
0.541226774,-0.926668891,-2.316286584,-0.549069987,-0.230870361,-2.901395229,-1.831151777,-8.115202578,-12.52508372,1.192781838
-0.516382873,-2.063392436,-2.441046116,0.253133537,-0.197834761,-3.194379922,-4.946291485,-13.29858578,-20.41419447,-2.700054042
-0.133290891,-0.078445107,1.109641603,-0.689431885,-0.473180739,1.259196782,2.025996818,2.514933309,1.16048532,0.35681346
1.669567429,0.766597547,4.026046605,0.277251724,-0.40588557,4.513400292,5.957848602,13.90968854,21.49102448,0.243412361
0.627575617,0.652206703,2.325389074,-0.179929733,-1.97855952,2.422427963,2.112946938,5.901016454,7.127898977,0.977537704
-0.176853692,0.449217461,0.658254714,-0.657050961,-0.801348116,1.038347095,-0.161714166,0.182581627,-1.095819388,0.268674434
-0.348172697,-0.029761592,-2.477319304,1.174915851,0.8382647,-3.532651015,-1.799761584,-4.804796008,-4.676732691,-1.934120574
0.609370999,-0.054981517,2.099340686,-0.155182293,0.651000021,2.142526824,2.59864617,7.210748755,10.14144343,-0.41738835
0.244371878,0.595749967,1.787901113,0.365656656,0.086693216,2.40275073,2.221609829,7.359185752,12.24835197,1.046673907
0.604818906,-0.578909549,-0.047797732,-0.620813146,-0.098593349,-0.376723596,1.024744856,-1.027969281,-2.254354638,-2.317154343
0.090987611,0.384150047,1.510156732,-1.843789451,0.192320012,1.417551953,3.223390055,3.728137553,7.698984885,0.224548315
-1.422719308,1.137705385,-1.891431571,-1.749540797,-1.397842172,-0.010399446,0.043830864,-3.71888887,-6.591303431,2.03690905
-0.653357407,-0.305063657,-2.523774932,1.528558703,-0.214292484,-3.178172625,-3.717006523,-8.212670528,-10.92885247,2.355604318
0.06119335,-2.159282331,-2.070623987,1.130020848,1.160617453,-1.845538339,-3.213796077,-4.689992395,-6.850948926,-1.310400792
1.349248905,0.391315622,-0.149761119,0.140015536,-0.138178417,-0.684391258,0.400750761,-0.424977877,-1.65899786,-0.129414921
-0.016757811,-0.159466758,-0.369185552,-0.039532537,-1.090165985,0.078196957,-1.168550745,-3.858984069,-6.401832721,-0.157909296
0.702708621,-0.587073157,-0.068650636,-0.047720287,0.17494571,-0.168143471,0.9877562,-0.543210839,0.375519129,-0.357423903
3.043287207,-0.101466172,2.357214448,-1.936877297,-3.106889826,2.090674739,-0.984777071,-0.949754063,-7.048025327,1.123591107
1.556296372,-0.594025337,1.943975323,0.345782458,-1.126347796,1.715355463,0.2321665,2.732424228,0.34023205,-3.453395276
-2.076476239,-0.154626601,-1.977587429,-0.466474833,0.110993876,-1.573968733,-2.199191533,-6.01141792,-7.59527166,2.262307204
-0.598330883,-0.188062882,-0.611555455,-0.257111374,-0.759103808,-1.079088481,-0.969767782,-3.40309364,-5.163670034,-0.35525361
0.011163518,-0.353008329,-0.929467931,0.625075039,-0.416127231,-0.667569201,-1.28720656,-4.015848437,-6.47127322,0.520052134
-0.835363887,0.124534918,-0.32950987,0.905334828,1.209168006,0.037533245,0.573839049,3.247345336,6.54818797,-1.182926513
0.517980502,0.139356137,0.764911595,-1.080568667,-1.552652094,1.62537222,0.731593943,0.801856884,-0.480520344,0.884446842
-0.220654057,0.670797412,0.491128813,-0.499775901,0.746534549,-0.091539436,1.624281506,3.627496738,6.312361593,1.062390745
0.907430649,0.807906045,3.203594142,-0.808490607,-1.048471267,3.064543042,3.122244259,8.613055631,10.62578399,0.63272563
3.611214338,-0.300307205,3.422938029,0.853445221,0.085335996,4.507916491,2.519346694,10.53778508,13.7685094,-0.477950036
-0.373991589,0.049050338,-0.482592281,0.513453337,1.330410878,-1.130142012,0.877173171,1.35040963,5.099963998,-0.051712321
0.534093386,0.616462197,0.932699219,-0.725764599,-1.822955205,1.583481122,-1.24322884,-0.904542451,-3.683182423,0.991837233
-1.892802731,0.089285448,-1.672745907,1.800308839,0.826560507,-1.568534248,0.074366736,0.937215699,3.314502726,1.725743465
-0.748549458,-0.202993359,-0.703520855,1.337851644,0.377377086,1.097366248,-1.197996471,0.761361678,2.12293987,-0.327156741
-0.609422801,1.639246015,0.425212363,1.958645933,2.318645919,1.559120121,4.983485632,12.95476319,23.91606665,2.169788729
0.088642554,-0.800685541,-0.785401533,2.006966279,1.162925117,-1.78050392,0.330575945,-1.223294276,1.141007809,-0.502962389
-1.870500507,-0.72242066,-3.113524997,-0.214082386,-0.619310911,-3.010810787,-4.850918289,-12.31056573,-20.49797421,-1.858474473
-0.056316798,-0.777766208,0.616996043,0.532651654,0.919795997,-0.352901882,2.432550171,1.299805055,4.304664916,-0.826979727
-0.291219108,-0.11058036,0.933295509,0.640192607,-0.504775503,0.167889253,0.626552558,1.006570129,1.923759338,0.968016196
1.977095728,0.223778048,2.192184179,-0.824827347,-0.712089126,3.280045584,1.378758566,4.514378819,7.058582372,-0.295862426
0.435514151,-1.166326998,-2.135221436,1.086596515,0.837713186,-2.554303209,-1.5888273,-5.457965458,-6.446324871,-1.281949137
1.012668391,-0.379858596,1.388395488,0.951674278,-0.247379051,0.980232049,0.201564319,2.318862532,2.934816286,-0.416244755
-1.683882385,-1.379054912,-1.978373455,0.814222584,0.400018387,-1.671997663,-0.231090724,-4.739493339,-5.078002697,-0.946885553
-0.244400113,-0.345813738,-1.048173074,0.431350358,1.640577224,-0.710229246,0.111064861,0.992010895,2.919890775,0.545407972
-0.737196607,1.320408603,0.709314389,-0.180853051,2.278377346,0.379109851,4.806137547,10.54655334,19.31413072,0.871646951
-0.041648841,-0.035245993,-1.752799502,-0.616292909,0.134856288,-1.733656237,-2.576774358,-5.327278069,-9.15151249,-0.983752836
0.317233277,0.220879029,0.398284812,0.627702431,2.430459706,0.673392064,1.4022745,5.306833878,10.69849496,0.932494866
-1.107216871,-0.465654971,-2.45997617,0.86447165,0.385891651,-1.59505618,-1.987133985,-5.110086526,-6.151563974,0.452094827
-0.043235785,1.572430441,0.746425319,0.73948554,-0.223010779,1.757307086,1.933475872,7.101248821,11.89916388,2.466019613
-0.647323991,1.593947334,0.375016952,1.576561027,1.515156593,0.912478009,3.532279804,10.23272667,18.64423515,0.53983076
-0.340871726,1.288769549,-0.139390283,0.074975894,-0.618144525,0.252845106,1.285647307,2.490630448,3.676373436,0.760486563
-1.08744514,0.051159452,-2.006377821,-0.097362771,-1.180453388,-1.45718986,-3.008157805,-7.293743524,-10.55245198,0.007355275
0.315931893,-2.17475187,-0.27243785,-0.1063212,-0.536725835,0.054496774,-2.484322913,-6.14064215,-11.33201726,-0.982148108
-1.119640172,-1.166479988,-3.02649194,0.960464405,0.157144011,-3.647163754,-5.130221363,-11.8585121,-16.40353799,-1.082227071
0.754608818,-0.372356786,1.045120933,2.39925488,2.530855757,0.53487305,2.345060115,6.535274769,13.2546761,-1.773157256
-0.464806448,-0.143757848,-0.959069425,0.123324111,-0.817296384,-0.786749052,-0.573122725,-2.165098817,-5.076993688,0.982744264
-0.335560465,-1.825489131,0.852470562,-0.910210895,-1.370965674,0.478401897,-2.141652693,-4.357477961,-9.780106547,-3.413650725
-0.058160274,-0.110184441,-0.845254651,0.457732133,0.59347451,-0.65430835,-0.599926484,-0.533838959,-0.092411159,0.173577674
1.183504836,0.171018514,2.121162875,0.335098489,0.335107973,2.105899054,2.493201717,7.056054311,9.848566278,1.542453483
1.720439249,-0.137450734,2.195744069,-1.356667884,-1.250836304,2.03281505,-0.964932848,0.644360423,-0.500176365,0.310504633
-1.022168463,-0.223479259,-0.130798119,0.177623728,2.567066384,-0.328535537,1.199043625,4.116272109,7.583782341,-1.052760278
0.377608645,-0.883860527,-1.441639964,0.624860193,0.738539147,-2.43124096,-0.959790657,-4.092230604,-3.667660889,-0.881306342
0.363487546,0.049066459,-1.72230961,0.711869742,1.679992107,-3.620335953,1.38786078,-0.90207775,3.785348687,-0.120074482
-0.034913062,0.200622064,0.011511429,-0.032315745,0.328677841,-0.561369576,0.910783013,0.93924744,2.878128446,-0.820992022
-0.844791615,-0.696173097,-0.359407389,-0.376173159,0.776985294,-0.402794098,-1.330449693,-2.187717657,-2.550321975,-1.958618378
0.486634812,1.231840043,2.884405637,0.522900772,0.014439276,3.029556986,4.387397239,12.10850631,20.45659337,-0.277823204
0.893870798,-0.491973395,1.006657134,0.564267683,0.238242493,1.866880982,1.565428564,2.294973393,4.914644028,-1.640641658
-1.474515942,0.784374984,-0.667560027,1.500049762,2.548485828,-0.413748069,1.823838253,7.417471399,15.33088827,0.385043166
0.050624835,-1.091927049,-0.860834631,1.41017923,1.373549052,-1.526685619,-1.500041849,-1.449615713,-2.109226908,-1.310550164
1.916184911,-0.279819915,1.16678576,0.934572149,0.767171411,2.02830707,1.427194089,4.828614798,6.849394825,2.217614844
-0.762026548,0.79256659,0.406161562,-0.025145522,-0.474767261,0.181368082,0.42579949,2.64691675,1.628391227,2.740263294
1.961598644,0.680815912,1.599600314,-0.531398455,-2.543158345,1.439409757,-0.320371349,-0.962707211,-2.916913796,1.76113783
1.971451669,1.223233394,3.392305017,-0.48379113,-0.440322849,2.467592105,3.800219389,11.44226985,17.36441089,1.000599724
1.312817163,1.69205351,3.825913145,0.723494072,2.043988464,3.00263628,7.160537003,18.24990492,29.20661474,3.49017393
1.183093091,0.18355292,1.798541288,0.775221609,0.857228637,1.528662116,2.110656026,6.829664296,11.20786546,2.545544926
-0.704136253,0.557004438,1.021742363,2.079997502,2.910930295,3.483343756,3.432788653,14.2152974,24.80460356,1.566736637
-0.153203945,0.469286948,-0.370685495,0.61173272,-0.477306962,-0.34585725,1.056534669,1.130105556,2.833283635,0.369951261
-0.34068628,-0.082340827,-0.596584583,0.667273827,-0.803019012,-0.630851466,-3.012482472,-3.558461343,-6.641111223,-1.127306736
0.015501718,0.20794747,-2.141150871,0.895082742,0.612124467,-2.585020021,-1.717531288,-2.063641102,-2.637546237,0.172305997
-0.019611595,1.375992086,1.309541761,0.158119321,0.104396432,1.098211144,2.386376429,6.557794781,10.45432209,1.42455809
0.692698313,-1.241824099,-2.231110596,0.622128928,1.951441669,-0.398202549,-0.970285445,-2.99352965,-2.452828239,-1.243821462
1.065663648,1.026208848,2.866894379,-2.716777015,-1.49220939,4.510592072,3.597217086,7.931503359,8.600005888,-0.669254335
-0.579734973,-2.087802073,-2.904859076,-1.245419705,-0.947665881,-4.187912809,-6.49358971,-17.3214041,-28.04403407,-0.408037558
0.452103138,0.118066552,-0.586322574,0.651169978,1.737478392,-1.598237556,0.935211064,-0.006567624,4.012942188,-0.057380503
-0.491093957,1.110777922,0.549032637,-2.533138556,-4.05552317,1.187330158,-1.356761196,-5.883085721,-12.78042342,1.770979495
-1.11327871,-2.797217515,-3.155890921,-1.741910298,-2.35465531,-2.026011337,-8.29234108,-20.61643863,-35.9234388,-1.947011584
0.568735899,0.23694667,0.824433802,-0.883785959,-0.459396373,0.792490422,1.298295153,0.880909595,0.216716408,2.276881904
-0.220895031,-0.554235733,-2.271295879,-0.347699474,0.685687129,-1.815303627,-2.818253647,-7.704396065,-10.01645779,-1.383014334
-0.06180493,0.5401675,-1.177135638,-1.877036721,-3.097042513,-1.346112284,-3.162483566,-9.812100107,-18.36968608,0.558294513
0.460258513,0.095668141,0.37178918,-0.631770509,-0.494699552,2.272241211,-0.507377973,0.577213059,-2.130624492,0.687431172
1.645154387,0.75794867,0.192563842,0.610380081,0.718965842,-0.834431538,3.757618208,4.490556283,9.214922975,0.290728945
0.93615327,1.730994802,2.731841,0.764433527,0.717107544,3.770277477,4.750768984,14.09338165,21.35068002,2.969631665
1.005408426,-1.149667811,-0.087339061,1.510292087,1.786849474,-0.685343913,1.612175735,2.559839535,6.561627862,0.380274362
0.686987542,0.126676061,0.455632455,2.468483697,2.603126157,1.320473072,0.739562879,7.757669353,13.32119754,-1.93518623
1.048440681,-0.168829944,0.948089483,-0.132421954,-0.982098255,-0.021957828,-0.232034632,-0.435069398,-2.717982686,-1.111321255
-0.063644563,0.032559865,-0.06023344,2.671322768,3.684213972,-0.69595913,3.548785917,10.1396867,18.80582543,0.413478841
2.466453664,0.787964544,4.377855857,-1.903108043,-2.22244524,3.889771687,2.929919194,6.17829449,5.821585727,1.462616507
-0.539783132,1.426818022,1.476269203,-0.179231988,1.14671628,-0.175508625,3.156479194,8.966478452,14.95188374,0.571814136
1.188443392,-1.339587876,-0.515036264,-0.165589257,-0.182241389,0.719449948,-1.688542768,-3.535782574,-6.34384596,-0.946167656
-0.616657597,0.8430233,-0.160565517,0.952879561,-0.57153684,-0.945416283,-0.719626957,-0.362686109,-0.372349394,0.579611178
2.021359967,-1.071547096,2.280190316,0.500142934,-0.201372087,2.656314127,1.690468492,3.623025154,5.858983954,-0.968913776
-0.086529285,-0.067254619,-0.025957291,-0.167448264,-0.296791917,-0.884658016,-0.017728421,-3.428247533,-5.837411166,-1.722323908
-1.430044176,0.237517643,-1.089460867,1.06234287,-0.022568404,0.606834127,-2.164405736,-2.835406358,-4.441089622,-0.069132297
0.701041791,1.736074056,1.427315935,0.383318377,1.280627436,2.275052107,4.887434897,13.92142742,22.14585042,1.953270216
0.851850153,-0.689903343,-0.12943232,-0.910646483,-0.719074979,-0.09333855,-1.978640741,-3.223753649,-7.104006986,-0.075209583
0.442566795,0.874943622,1.219828966,-0.675122049,-1.868913009,1.565530969,-0.078695671,1.762134233,0.964982301,1.806489243
-0.239214667,-0.312350792,-0.582074209,1.284395207,-0.761125958,-1.27958673,-3.052662988,-6.899292097,-8.491233686,1.049454971
0.38640165,-0.147250075,0.257177846,0.548795408,-0.183794696,-0.354459445,-0.415622889,1.650768246,1.114610227,0.390794386
0.956301082,-1.101681922,0.684389056,0.267079794,0.479710275,0.214456102,1.101579835,3.080089383,5.72323361,0.189380289
-0.001788973,0.307922357,0.779631139,-1.607451188,-1.619893729,0.220959135,-1.068110942,-3.72995825,-8.10258711,1.169632172
0.22399423,0.426534731,1.55594552,0.327046501,-1.122416465,2.561876098,0.402942404,5.587691822,4.956658614,-0.978776933
1.370610603,-1.206144363,1.022985757,-0.957313726,-1.007506617,1.606436616,-2.318590692,-1.948579359,-8.122655285,-2.038549033
0.600911232,-0.38049575,-1.747806474,-0.462103824,0.865193619,-0.37539761,-0.723445538,-3.064550183,-3.194243284,0.121066613
-0.83148208,-1.125093805,-1.569561889,-0.514917468,-1.466839479,-2.38342028,-4.179449584,-10.49252717,-17.40676423,-0.34991778
0.589264352,-0.652018939,-0.362191288,-2.662054592,-2.330564402,-0.906569928,-2.57554,-8.780222532,-16.01242203,0.267231018
-0.81743959,-0.113634217,-0.771880101,0.740197965,-1.069356281,-0.000598285,-1.012476146,-2.069263662,-4.415828524,0.18362826
-1.594846377,-2.873778146,-4.653360736,-0.252417473,0.666664112,-7.262235905,-7.433745267,-21.65710569,-32.85636358,-1.233719388
0.735570177,0.266543435,1.243994478,-0.248728435,-1.606638388,1.663780747,0.742131069,2.70849937,-0.191942449,0.891703659
0.957075629,0.428160357,2.079007109,-0.691393442,-0.524784877,3.398664743,2.361145175,7.093489795,8.529763201,0.805643946
1.012881655,-0.283803251,0.858926121,-1.455685419,-0.710559118,1.448748885,1.938881739,1.410143872,1.170732917,-1.055299739
2.319974086,-0.231761689,1.513427206,1.896796111,3.661634058,2.619161022,3.113868236,12.85095189,22.04729445,-1.871755495
0.599728434,-1.495869431,-1.692353296,-1.084785346,-0.304557691,-1.08955326,-3.201184514,-8.925816212,-14.42469152,0.833198563
-0.138568008,-0.326315776,-0.414949881,-1.076728048,-0.451234019,-0.359760275,-0.985591702,-4.705785572,-8.629430748,0.728691903
-1.829683715,-0.589907839,-1.875228024,-0.167654815,-0.471404649,-2.593891356,-3.024353141,-7.745166373,-12.76452116,-0.122087998
0.972735853,0.376679604,1.71787528,0.453171948,-0.554410788,1.709379629,1.123432749,6.565132213,9.446437421,2.49296045
0.50335812,-0.937193375,1.770807936,1.376327821,0.662816781,2.817360835,2.954101981,8.133210465,11.40429824,-2.836593538
0.993403679,0.247369357,2.509072339,0.994065882,2.895849317,3.757712841,7.61919224,17.44821242,29.80977485,2.245759078
-0.65643289,-0.399674627,-1.773226648,-0.612111728,-1.430348698,0.699457836,-3.391771322,-6.788860564,-13.87298861,1.866615042
0.763126727,0.799653697,0.087066645,1.04379333,1.18542391,1.60628805,3.102894105,9.441926042,15.70621829,0.907520451
-1.06461912,1.215042865,-0.036938015,-0.29003194,-0.259460617,-0.36525543,1.236433529,1.969378242,4.335232611,0.795464898
1.449874411,0.354285775,-0.219573025,1.775574735,1.34002909,-1.232595545,2.097808854,6.079392481,12.66875368,2.611176536
-2.278777292,0.18393574,-2.679735356,-0.357309067,0.760408819,-1.863387246,-4.490220561,-8.985959552,-13.26123666,-0.37647893
0.252681275,-0.341420504,-1.337580233,0.194790977,0.28355037,0.252203022,-2.089579735,-2.795514257,-5.319588172,0.087513939
-0.078512766,-1.320355067,0.150588585,-0.133226704,0.352259785,-0.880635862,-0.340141699,-2.405585393,-3.434416962,-1.3501407
-1.585749783,0.882307838,-1.945544791,-0.951646702,0.524097736,-1.996925556,0.422352954,-2.332043975,-1.416417521,2.57556957
-0.607399561,1.001995631,-0.561471234,-0.385897928,-1.023395896,-1.264771038,-0.335966076,-2.009670755,-3.000107955,2.001910813
-1.44758562,-0.230214123,-1.89985733,-0.769494071,-2.058936223,-0.41169717,-5.05128858,-10.58773865,-20.45223793,0.012393195
-1.910679997,-1.158929966,-2.643250289,0.176742914,-0.129398958,-2.766034515,-2.395330903,-10.14644097,-12.66115624,-1.825971543
-0.79661365,-0.681301281,-2.081377983,-0.913050749,0.969694493,-2.108904924,-2.365468214,-6.197946133,-8.840198494,0.467213383
0.568114313,0.985273115,1.402502931,-0.66422574,-0.248086814,2.192040064,3.118223169,6.002500506,7.575982259,1.952272722
0.184125273,0.296817406,1.592334091,-2.349879894,-2.360132351,3.233634787,1.638569537,1.393940863,-2.048395061,1.068045836
-0.822776381,-0.01148818,-1.554486636,-0.824757355,-1.073382836,-2.848452845,-4.329851646,-11.13107487,-17.75223173,0.507708258
-0.818127615,1.057610845,-0.859665766,0.33347388,1.299785319,-0.050492564,3.350886751,4.501455073,10.16329866,0.973114048
-0.213989126,0.231560161,0.915799677,-0.862588134,2.293926652,0.830796301,2.45532773,7.189124872,11.3945611,0.787093092
-0.091730377,-0.212292762,-0.692239481,0.108693041,-2.026119298,-2.468776705,-1.627415429,-7.111793322,-9.793507675,-1.211210111
0.533273847,1.171358074,1.573003356,0.444308375,0.649166296,2.019806452,3.831283518,9.004951687,16.59158914,2.28807385
1.102565591,1.092832377,1.233219409,-0.283452412,-0.624070432,1.441220942,2.496053257,4.205389001,6.876586602,1.754038721
-0.643596228,-0.979431726,-2.046095133,0.99648533,-0.030879996,-3.299928516,-2.413626001,-7.522578199,-10.97846136,-0.13450628
-0.044082322,1.254262278,2.043751464,-0.38219527,-0.264081625,2.656578641,2.703421521,9.471745842,11.9060766,1.024975239
0.221756089,0.531041423,1.076575339,-0.694706747,-2.098987399,0.875465796,-0.468680458,-1.487227992,-3.096218705,3.700389714
